name,piste:difficulty,piste:type,geometry,ski_hill
,,,POINT (-116.201813 50.44258),panorama
,,,POINT (-116.199456 50.442653),panorama
,,,POINT (-116.200626 50.442671),panorama
,,,POINT (-116.200302 50.442743),panorama
,,,POINT (-116.199773 50.442747),panorama
,,,POINT (-116.200111 50.44276),panorama
,,,POINT (-116.199857 50.439817),panorama
,,,POINT (-116.198441 50.440596),panorama
,,,POINT (-116.202481 50.449032),panorama
,,,POINT (-116.20487 50.449699),panorama
,,,POINT (-116.205884 50.450138),panorama
,,,POINT (-116.206723 50.450587),panorama
,,,POINT (-116.208013 50.451358),panorama
,,,POINT (-116.203942 50.449264),panorama
,,,POINT (-116.203864 50.446742),panorama
,,,POINT (-116.203899 50.447213),panorama
,,,POINT (-116.203892 50.447689),panorama
,,,POINT (-116.203779 50.448152),panorama
,,,POINT (-116.203645 50.448381),panorama
,,,POINT (-116.20361 50.44869),panorama
,,,POINT (-116.203702 50.44905),panorama
,,,POINT (-116.203787 50.449148),panorama
,,,POINT (-116.200144 50.448994),panorama
,,,POINT (-116.201763 50.449082),panorama
,,,POINT (-116.198992 50.448817),panorama
,,,POINT (-116.19791 50.448492),panorama
,,,POINT (-116.196205 50.447792),panorama
,,,POINT (-116.192633 50.440456),panorama
,,,POINT (-116.191928 50.441252),panorama
,,,POINT (-116.193918 50.440318),panorama
,,,POINT (-116.192032 50.443646),panorama
,,,POINT (-116.192084 50.442858),panorama
,,,POINT (-116.191963 50.441921),panorama
,,,POINT (-116.193859 50.445879),panorama
,,,POINT (-116.193028 50.445328),panorama
,,,POINT (-116.191851 50.44438),panorama
,,,POINT (-116.192388 50.444917),panorama
,,,POINT (-116.194239 50.441441),panorama
,,,POINT (-116.193125 50.441988),panorama
,,,POINT (-116.192786 50.442024),panorama
,,,POINT (-116.192963 50.442024),panorama
,,,POINT (-116.19069 50.44414),panorama
,,,POINT (-116.191288 50.444242),panorama
,,,POINT (-116.18807 50.444077),panorama
,,,POINT (-116.186209 50.443945),panorama
,,,POINT (-116.183034 50.443664),panorama
,,,POINT (-116.183764 50.443732),panorama
,,,POINT (-116.184451 50.443855),panorama
,,,POINT (-116.18535 50.443956),panorama
,,,POINT (-116.187081 50.44399),panorama
,,,POINT (-116.19443 50.446441),panorama
,,,POINT (-116.241666 50.456583),panorama
,,,POINT (-116.24155 50.456572),panorama
,,,POINT (-116.241302 50.456402),panorama
,,,POINT (-116.241438 50.456471),panorama
,,,POINT (-116.237915 50.456373),panorama
,,,POINT (-116.236741 50.453004),panorama
,,,POINT (-116.237542 50.454023),panorama
,,,POINT (-116.238202 50.454994),panorama
,,,POINT (-116.23805 50.455892),panorama
,,,POINT (-116.236933 50.456047),panorama
,,,POINT (-116.240829 50.454036),panorama
,,,POINT (-116.240782 50.453192),panorama
,,,POINT (-116.241043 50.453884),panorama
,,,POINT (-116.240416 50.454476),panorama
,,,POINT (-116.238737 50.45508),panorama
,,,POINT (-116.239367 50.454794),panorama
,,,POINT (-116.239917 50.4547),panorama
,,,POINT (-116.236223 50.456241),panorama
,,,POINT (-116.236137 50.45632),panorama
,,,POINT (-116.237805 50.454399),panorama
,,,POINT (-116.23802 50.456349),panorama
,,,POINT (-116.237212 50.45605),panorama
,,,POINT (-116.237104 50.455693),panorama
,,,POINT (-116.237592 50.455013),panorama
,,,POINT (-116.236613 50.455105),panorama
,,,POINT (-116.237353 50.456216),panorama
,,,POINT (-116.237142 50.456204),panorama
,,,POINT (-116.240852 50.454686),panorama
,,,POINT (-116.240686 50.454189),panorama
,,,POINT (-116.23689 50.453193),panorama
,,,POINT (-116.241122 50.456303),panorama
,,,POINT (-116.240752 50.455186),panorama
,,,POINT (-116.240663 50.455559),panorama
,,,POINT (-116.240702 50.455851),panorama
,,,POINT (-116.240853 50.456062),panorama
,,,POINT (-116.236474 50.45629),panorama
,,,POINT (-116.239408 50.454901),panorama
,,,POINT (-116.238131 50.455533),panorama
,,,POINT (-116.237986 50.456175),panorama
,,,POINT (-116.237056 50.456418),panorama
,,,POINT (-116.239661 50.453044),panorama
,,,POINT (-116.23979 50.453331),panorama
,,,POINT (-116.240005 50.453604),panorama
,,,POINT (-116.240412 50.453877),panorama
,,,POINT (-116.240796 50.4544),panorama
,,,POINT (-116.238502 50.452962),panorama
,,,POINT (-116.238803 50.453263),panorama
,,,POINT (-116.239082 50.453946),panorama
,,,POINT (-116.239211 50.454424),panorama
,,,POINT (-116.239261 50.454726),panorama
,,,POINT (-116.240089 50.455255),panorama
,,,POINT (-116.234898 50.456034),panorama
,,,POINT (-116.237178 50.45656),panorama
,,,POINT (-116.236492 50.456345),panorama
,,,POINT (-116.237115 50.456582),panorama
,,,POINT (-116.237505 50.456546),panorama
,,,POINT (-116.237716 50.456493),panorama
,,,POINT (-116.23948 50.454641),panorama
,,,POINT (-116.239433 50.45492),panorama
,,,POINT (-116.239333 50.454845),panorama
,,,POINT (-116.236682 50.454235),panorama
,,,POINT (-116.236489 50.454923),panorama
,,,POINT (-116.237135 50.455649),panorama
,,,POINT (-116.236065 50.456214),panorama
,,,POINT (-116.234719 50.456029),panorama
,,,POINT (-116.240672 50.455517),panorama
,,,POINT (-116.233791 50.453559),panorama
,,,POINT (-116.233537 50.454419),panorama
,,,POINT (-116.233236 50.454575),panorama
,,,POINT (-116.233759 50.454636),panorama
,,,POINT (-116.231835 50.453159),panorama
,,,POINT (-116.232658 50.454096),panorama
,,,POINT (-116.230743 50.454429),panorama
,,,POINT (-116.229621 50.45437),panorama
,,,POINT (-116.232097 50.455113),panorama
,,,POINT (-116.233265 50.455411),panorama
,,,POINT (-116.234445 50.456051),panorama
,,,POINT (-116.234424 50.455449),panorama
,,,POINT (-116.232814 50.455296),panorama
,,,POINT (-116.233463 50.457011),panorama
,,,POINT (-116.230731 50.455393),panorama
,,,POINT (-116.231569 50.458101),panorama
,,,POINT (-116.232795 50.457369),panorama
,,,POINT (-116.231312 50.458311),panorama
,,,POINT (-116.229584 50.458532),panorama
,,,POINT (-116.228597 50.458587),panorama
,,,POINT (-116.234085 50.45606),panorama
,,,POINT (-116.228199 50.457259),panorama
,,,POINT (-116.22895 50.457082),panorama
,,,POINT (-116.229293 50.456672),panorama
,,,POINT (-116.229465 50.456235),panorama
,,,POINT (-116.22983 50.455838),panorama
,,,POINT (-116.23013 50.455565),panorama
,,,POINT (-116.231653 50.454889),panorama
,,,POINT (-116.229125 50.454161),panorama
,,,POINT (-116.228972 50.454595),panorama
,,,POINT (-116.2288 50.455182),panorama
,,,POINT (-116.228821 50.455497),panorama
,,,POINT (-116.228993 50.455497),panorama
,,,POINT (-116.229229 50.455319),panorama
,,,POINT (-116.22968 50.455251),panorama
,,,POINT (-116.22998 50.455388),panorama
,,,POINT (-116.230517 50.455606),panorama
,,,POINT (-116.231061 50.455476),panorama
,,,POINT (-116.232104 50.455264),panorama
,,,POINT (-116.232341 50.455175),panorama
,,,POINT (-116.232371 50.457447),panorama
,,,POINT (-116.233969 50.457102),panorama
,,,POINT (-116.234121 50.455921),panorama
,,,POINT (-116.234022 50.456274),panorama
,,,POINT (-116.233532 50.456994),panorama
,,,POINT (-116.233137 50.45709),panorama
,,,POINT (-116.233873 50.456049),panorama
,,,POINT (-116.225209 50.4539),panorama
,,,POINT (-116.226671 50.453434),panorama
,,,POINT (-116.227566 50.453507),panorama
,,,POINT (-116.223821 50.453434),panorama
,,,POINT (-116.223145 50.456185),panorama
,,,POINT (-116.221891 50.456032),panorama
,,,POINT (-116.223604 50.456019),panorama
,,,POINT (-116.226365 50.453936),panorama
,,,POINT (-116.226712 50.454393),panorama
,,,POINT (-116.222679 50.456182),panorama
,,,POINT (-116.227241 50.454763),panorama
,,,POINT (-116.22718 50.455627),panorama
,,,POINT (-116.227446 50.456086),panorama
,,,POINT (-116.22643 50.4542),panorama
,,,POINT (-116.226995 50.454403),panorama
,,,POINT (-116.227183 50.455473),panorama
,,,POINT (-116.226212 50.453616),panorama
,,,POINT (-116.227262 50.455817),panorama
,,,POINT (-116.226031 50.453916),panorama
,,,POINT (-116.227878 50.45845),panorama
,,,POINT (-116.227589 50.458314),panorama
,,,POINT (-116.227058 50.45746),panorama
,,,POINT (-116.227363 50.456685),panorama
,,,POINT (-116.227449 50.456415),panorama
,,,POINT (-116.226895 50.453404),panorama
,,,POINT (-116.225883 50.453709),panorama
,,,POINT (-116.221815 50.453266),panorama
,,,POINT (-116.221815 50.453935),panorama
,,,POINT (-116.221664 50.454427),panorama
,,,POINT (-116.22323 50.456154),panorama
,,,POINT (-116.224635 50.454974),panorama
,,,POINT (-116.223789 50.455832),panorama
,,,POINT (-116.224551 50.456057),panorama
,,,POINT (-116.225388 50.456344),panorama
,,,POINT (-116.226225 50.456713),panorama
,,,POINT (-116.227186 50.457135),panorama
,,,POINT (-116.227684 50.457191),panorama
,,,POINT (-116.233282 50.459806),panorama
,,,POINT (-116.233554 50.459667),panorama
,,,POINT (-116.216168 50.453084),panorama
,,,POINT (-116.216574 50.453001),panorama
,,,POINT (-116.217172 50.453525),panorama
,,,POINT (-116.218185 50.454076),panorama
,,,POINT (-116.219587 50.45531),panorama
,,,POINT (-116.219388 50.455013),panorama
,,,POINT (-116.220762 50.455578),panorama
,,,POINT (-116.219986 50.455522),panorama
,,,POINT (-116.22129 50.455747),panorama
,,,POINT (-116.221428 50.454851),panorama
,,,POINT (-116.221085 50.455165),panorama
,,,POINT (-116.220742 50.455274),panorama
,,,POINT (-116.220677 50.455424),panorama
,,,POINT (-116.221121 50.455693),panorama
,,,POINT (-116.220303 50.453161),panorama
,,,POINT (-116.220517 50.453871),panorama
,,,POINT (-116.220989 50.454486),panorama
,,,POINT (-116.221236 50.455027),panorama
,,,POINT (-116.214826 50.453056),panorama
,,,POINT (-116.181284 50.426971),panorama
,,,POINT (-116.180659 50.427116),panorama
,,,POINT (-116.180073 50.427147),panorama
,,,POINT (-116.179688 50.427406),panorama
,,,POINT (-116.179537 50.427817),panorama
,,,POINT (-116.179043 50.428117),panorama
,,,POINT (-116.181146 50.427612),panorama
,,,POINT (-116.18209 50.428035),panorama
,,,POINT (-116.179473 50.428418),panorama
,,,POINT (-116.180331 50.428978),panorama
,,,POINT (-116.181318 50.429484),panorama
,,,POINT (-116.179086 50.428691),panorama
,,,POINT (-116.179236 50.429279),panorama
,,,POINT (-116.179172 50.429867),panorama
,,,POINT (-116.179043 50.430428),panorama
,,,POINT (-116.178979 50.430769),panorama
,,,POINT (-116.179322 50.431412),panorama
,,,POINT (-116.179322 50.432122),panorama
,,,POINT (-116.179151 50.432943),panorama
,,,POINT (-116.179101 50.430175),panorama
,,,POINT (-116.179537 50.430523),panorama
,,,POINT (-116.180545 50.430755),panorama
,,,POINT (-116.181661 50.430824),panorama
,,,POINT (-116.179322 50.431617),panorama
,,,POINT (-116.179773 50.432068),panorama
,,,POINT (-116.18076 50.432587),panorama
,,,POINT (-116.182176 50.433188),panorama
,,,POINT (-116.179558 50.43379),panorama
,,,POINT (-116.179429 50.434391),panorama
,,,POINT (-116.179644 50.434883),panorama
,,,POINT (-116.179387 50.435785),panorama
,,,POINT (-116.179408 50.43625),panorama
,,,POINT (-116.179451 50.436687),panorama
,,,POINT (-116.179923 50.437617),panorama
,,,POINT (-116.181253 50.437808),panorama
,,,POINT (-116.182005 50.43804),panorama
,,,POINT (-116.180266 50.433995),panorama
,,,POINT (-116.181447 50.434364),panorama
,,,POINT (-116.181041 50.434237),panorama
,,,POINT (-116.181146 50.434651),panorama
,,,POINT (-116.181811 50.435198),panorama
,,,POINT (-116.179987 50.438157),panorama
,,,POINT (-116.18003 50.438977),panorama
,,,POINT (-116.18003 50.439756),panorama
,,,POINT (-116.180073 50.440084),panorama
,,,POINT (-116.180288 50.440685),panorama
,,,POINT (-116.180588 50.441437),panorama
,,,POINT (-116.180824 50.442106),panorama
,,,POINT (-116.180824 50.442776),panorama
,,,POINT (-116.18091 50.443076),panorama
,,,POINT (-116.181189 50.443254),panorama
,,,POINT (-116.182133 50.443445),panorama
,,,POINT (-117.417884 50.972994),
,,,POINT (-117.390504 50.962198),
,,,POINT (-117.392306 50.961725),
,,,POINT (-117.401319 50.96836),
,,,POINT (-117.402434 50.969022),
,,,POINT (-117.403572 50.970008),
,,,POINT (-117.409537 50.971941),
,,,POINT (-117.413077 50.972576),
,,,POINT (-117.405095 50.970779),
,,,POINT (-117.407177 50.971414),
,,,POINT (-117.396941 50.968009),
,,,POINT (-117.398508 50.967819),
,,,POINT (-117.400031 50.967995),
,,,POINT (-117.394903 50.967022),
,,,POINT (-117.39516 50.965927),
,,,POINT (-117.392907 50.969806),
,,,POINT (-117.394087 50.968481),
,,,POINT (-117.39531 50.972684),
,,,POINT (-117.39604 50.973008),
,,,POINT (-117.396576 50.973589),
,,,POINT (-117.397027 50.97444),
,,,POINT (-117.397242 50.975454),
,,,POINT (-117.397456 50.976669),
,,,POINT (-117.38971 50.972886),
,,,POINT (-117.391427 50.972738),
,,,POINT (-117.394366 50.972589),
,,,POINT (-117.388101 50.973089),
,,,POINT (-117.389581 50.972292),
,,,POINT (-117.391384 50.971157),
,,,POINT (-117.379796 50.957359),
,,,POINT (-117.386084 50.963657),
,,,POINT (-117.387543 50.963062),
,,,POINT (-117.380118 50.960481),
,,,POINT (-117.37896 50.959373),
,,,POINT (-117.378745 50.958454),
,,,POINT (-117.379046 50.957765),
,,,POINT (-117.376739 50.957805),
,,,POINT (-117.364884 50.956994),
,,,POINT (-117.371621 50.963738),
,,,POINT (-117.371771 50.962981),
,,,POINT (-117.371707 50.96213),
,,,POINT (-117.371407 50.961103),
,,,POINT (-117.371278 50.960386),
,,,POINT (-117.372007 50.959427),
,,,POINT (-117.373424 50.9584),
,,,POINT (-117.369722 50.958582),
,,,POINT (-117.371331 50.957988),
,,,POINT (-117.37263 50.957805),
,,,POINT (-117.37455 50.957758),
,,,POINT (-117.36248 50.963373),
,,,POINT (-117.363875 50.962076),
,,,POINT (-117.365506 50.960941),
,,,POINT (-117.367083 50.960238),
,,,POINT (-117.368392 50.959251),
,,,POINT (-117.38235 50.965819),
,,,POINT (-117.383981 50.964725),
,,,POINT (-117.378767 50.97036),
,,,POINT (-117.379475 50.969008),
,,,POINT (-117.380612 50.967346),
,,,POINT (-117.381899 50.974035),
,,,POINT (-117.384174 50.973927),
,,,POINT (-117.386169 50.973603),
,,,POINT (-117.37675 50.974927),
,,,POINT (-117.379518 50.976062),
,,,POINT (-117.380118 50.976629),
,,,POINT (-117.378294 50.975427),
,,,POINT (-117.378767 50.97671),
,,,POINT (-117.375848 50.973589),
,,,POINT (-117.377329 50.973562),
,,,POINT (-117.378745 50.973805),
,,,POINT (-117.379668 50.973967),
,,,POINT (-117.378144 50.973616),
,,,POINT (-117.378681 50.973373),
,,,POINT (-117.379003 50.972859),
,,,POINT (-117.37896 50.972278),
,,,POINT (-117.378681 50.971616),
,,,POINT (-117.369711 50.966387),
,,,POINT (-117.36263 50.970022),
,,,POINT (-117.368209 50.969495),
,,,POINT (-117.368381 50.968657),
,,,POINT (-117.374754 50.974481),
,,,POINT (-117.370076 50.975994),
,,,POINT (-117.371771 50.974967),
,,,POINT (-117.373316 50.974359),
,,,POINT (-117.374411 50.973873),
,,,POINT (-117.368467 50.972684),
,,,POINT (-117.368531 50.972035),
,,,POINT (-117.367265 50.97417),
,,,POINT (-117.367051 50.973008),
,,,POINT (-117.366235 50.972049),
,,,POINT (-117.365313 50.971535),
,,,POINT (-117.363789 50.970873),
,,,POINT (-117.367222 50.975075),
,,,POINT (-117.367887 50.974454),
,,,POINT (-117.368381 50.973562),
,,,POINT (-117.368188 50.971035),
,,,POINT (-117.366557 50.97621),
,,,POINT (-117.366493 50.975305),
,,,POINT (-117.3663 50.974683),
,,,POINT (-117.365892 50.974143),
,,,POINT (-117.363725 50.9729),
,,,POINT (-117.355399 50.95494),
,,,POINT (-117.356515 50.95721),
,,,POINT (-117.357373 50.953588),
,,,POINT (-117.349992 50.955345),
,,,POINT (-117.353854 50.952939),
,,,POINT (-117.351537 50.95156),
,,,POINT (-117.356558 50.959346),
,,,POINT (-117.355828 50.961346),
,,,POINT (-117.355871 50.96313),
,,,POINT (-117.34879 50.963589),
,,,POINT (-117.351794 50.962211),
,,,POINT (-117.343082 50.955372),
,,,POINT (-117.337761 50.955615),
,,,POINT (-117.339005 50.957454),
,,,POINT (-117.344584 50.963184),
,,,POINT (-117.342868 50.96186),
,,,POINT (-117.34673 50.960292),
,,,POINT (-117.340207 50.962941),
,,,POINT (-117.338019 50.960805),
,,,POINT (-117.361536 50.968481),
,,,POINT (-117.361021 50.967292),
,,,POINT (-117.36115 50.965873),
,,,POINT (-117.361579 50.964657),
,,,POINT (-117.355764 50.970022),
,,,POINT (-117.357287 50.970319),
,,,POINT (-117.356257 50.969373),
,,,POINT (-117.356515 50.964394),
,,,POINT (-117.353425 50.969752),
,,,POINT (-117.351472 50.969657),
,,,POINT (-117.354949 50.968441),
,,,POINT (-117.353833 50.967576),
,,,POINT (-117.353232 50.966873),
,,,POINT (-117.353125 50.96613),
,,,POINT (-117.349069 50.9704),
,,,POINT (-117.349091 50.969454),
,,,POINT (-117.349734 50.968644),
,,,POINT (-117.35158 50.966995),
,,,POINT (-117.353511 50.965644),
,,,POINT (-117.35467 50.965022),
,,,POINT (-117.35261 50.964211),
,,,POINT (-117.359648 50.971049),
,,,POINT (-117.349091 50.975264),
,,,POINT (-117.34997 50.975062),
,,,POINT (-117.350636 50.974656),
,,,POINT (-117.35085 50.974156),
,,,POINT (-117.350764 50.97367),
,,,POINT (-117.349412 50.972238),
,,,POINT (-117.349112 50.971535),
,,,POINT (-117.347567 50.970589),
,,,POINT (-117.342653 50.9689),
,,,POINT (-117.343726 50.968522),
,,,POINT (-117.34849 50.970211),
,,,POINT (-117.342696 50.967914),
,,,POINT (-117.343726 50.968238),
,,,POINT (-117.345142 50.968265),
,,,POINT (-117.341666 50.969819),
,,,POINT (-117.335916 50.966049),
,,,POINT (-117.335701 50.966509),
,,,POINT (-117.336302 50.96886),
,,,POINT (-117.336688 50.969887),
,,,POINT (-117.338233 50.970346),
,,,POINT (-117.33686 50.96559),
,,,POINT (-117.340336 50.966752),
,,,POINT (-117.345271 50.976399),
,,,POINT (-117.343147 50.977034),
,,,POINT (-117.344263 50.976805),
,,,POINT (-117.344906 50.976102),
,,,POINT (-117.345014 50.975305),
,,,POINT (-117.344563 50.974616),
,,,POINT (-117.343554 50.974129),
,,,POINT (-117.348661 50.976034),
,,,POINT (-117.347653 50.973238),
,,,POINT (-117.347181 50.971954),
,,,POINT (-117.347245 50.971211),
,,,POINT (-117.348361 50.975346),
,,,POINT (-117.342632 50.975859),
,,,POINT (-117.342825 50.975143),
,,,POINT (-117.342417 50.974508),
,,,POINT (-117.342439 50.974143),
,,,POINT (-117.342653 50.972211),
,,,POINT (-117.343383 50.972008),
,,,POINT (-117.343962 50.972022),
,,,POINT (-117.344863 50.971792),
,,,POINT (-117.346559 50.971089),
,,,POINT (-117.336667 50.974548),
,,,POINT (-117.338276 50.974075),
,,,POINT (-117.340293 50.973981),
,,,POINT (-117.341881 50.976588),
,,,POINT (-117.341752 50.97317),
,,,POINT (-117.341945 50.972684),
,,,POINT (-117.341237 50.97213),
,,,POINT (-117.341173 50.971576),
,,,POINT (-117.341216 50.970887),
,,,POINT (-117.339521 50.971292),
,,,POINT (-117.340636 50.972643),
,,,POINT (-117.33274 50.955156),
,,,POINT (-117.335401 50.955507),
,,,POINT (-117.33098 50.955021),
,,,POINT (-117.332577 50.963606),
,,,POINT (-117.332665 50.964029),
,,,POINT (-117.33098 50.962833),
,,,POINT (-117.335057 50.962914),
,,,POINT (-117.332954 50.960022),
,,,POINT (-117.32656 50.962238),
,,,POINT (-117.32317 50.961481),
,,,POINT (-117.323856 50.960724),
,,,POINT (-117.3245 50.960211),
,,,POINT (-117.325916 50.959724),
,,,POINT (-117.327762 50.959643),
,,,POINT (-117.332354 50.964671),
,,,POINT (-117.332268 50.965752),
,,,POINT (-117.33274 50.966968),
,,,POINT (-117.335529 50.965454),
,,,POINT (-117.334929 50.966725),
,,,POINT (-117.334542 50.966887),
,,,POINT (-117.334757 50.96713),
,,,POINT (-117.335529 50.967779),
,,,POINT (-117.330852 50.96759),
,,,POINT (-117.332826 50.967941),
,,,POINT (-117.334156 50.968508),
,,,POINT (-117.334328 50.964454),
,,,POINT (-117.324114 50.96986),
,,,POINT (-117.327547 50.970535),
,,,POINT (-117.322569 50.966536),
,,,POINT (-117.324243 50.966563),
,,,POINT (-117.323213 50.967644),
,,,POINT (-117.324543 50.967427),
,,,POINT (-117.328491 50.9674),
,,,POINT (-117.333341 50.976426),
,,,POINT (-117.332611 50.976656),
,,,POINT (-117.334435 50.975427),
,,,POINT (-117.331238 50.97494),
,,,POINT (-117.333384 50.974373),
,,,POINT (-117.334929 50.973319),
,,,POINT (-117.331367 50.971238),
,,,POINT (-117.335487 50.971697),
,,,POINT (-117.324715 50.974643),
,,,POINT (-117.326775 50.975129),
,,,POINT (-117.328835 50.975319),
,,,POINT (-117.318578 50.968346),
,,,POINT (-117.321239 50.969184),
,,,POINT (-117.318621 50.967049),
,,,POINT (-117.319694 50.966779),
,,,POINT (-117.31758 50.967731),
,,,POINT (-117.318921 50.967563),
,,,POINT (-117.320166 50.967779),
,,,POINT (-117.321882 50.96786),
,,,POINT (-117.316217 50.973265),
,,,POINT (-117.317977 50.973427),
,,,POINT (-117.319908 50.973697),
,,,POINT (-117.321882 50.974021),
,,,POINT (-117.395782 50.979885),
,,,POINT (-117.397842 50.980479),
,,,POINT (-117.395332 50.978291),
,,,POINT (-117.398465 50.978696),
,,,POINT (-117.399859 50.978831),
,,,POINT (-117.400653 50.978791),
,,,POINT (-117.397413 50.978399),
,,,POINT (-117.397628 50.979264),
,,,POINT (-117.398465 50.980412),
,,,POINT (-117.399173 50.981195),
,,,POINT (-117.389882 50.982006),
,,,POINT (-117.390847 50.983411),
,,,POINT (-117.389646 50.978926),
,,,POINT (-117.391663 50.979101),
,,,POINT (-117.393658 50.979412),
,,,POINT (-117.388165 50.978696),
,,,POINT (-117.389474 50.978521),
,,,POINT (-117.390847 50.978358),
,,,POINT (-117.392907 50.978304),
,,,POINT (-117.391405 50.984897),
,,,POINT (-117.391405 50.986477),
,,,POINT (-117.390719 50.987963),
,,,POINT (-117.389259 50.989287),
,,,POINT (-117.388208 50.992109),
,,,POINT (-117.38265 50.979196),
,,,POINT (-117.384796 50.979966),
,,,POINT (-117.387736 50.980885),
,,,POINT (-117.382264 50.977913),
,,,POINT (-117.384861 50.978628),
,,,POINT (-117.386277 50.978845),
,,,POINT (-117.38735 50.978885),
,,,POINT (-117.380633 50.97775),
,,,POINT (-117.38147 50.978561),
,,,POINT (-117.379046 50.977696),
,,,POINT (-117.379024 50.978899),
,,,POINT (-117.379303 50.979601),
,,,POINT (-117.380376 50.977305),
,,,POINT (-117.383659 50.985977),
,,,POINT (-117.386084 50.988922),
,,,POINT (-117.368403 50.977224),
,,,POINT (-117.364969 50.989435),
,,,POINT (-117.361922 50.989327),
,,,POINT (-117.3875 50.990489),
,,,POINT (-117.377286 50.992893),
,,,POINT (-117.380204 50.992677),
,,,POINT (-117.36866 50.9945),
,,,POINT (-117.369497 50.994433),
,,,POINT (-117.371836 50.993865),
,,,POINT (-117.37469 50.993231),
,,,POINT (-117.362609 50.993055),
,,,POINT (-117.366879 50.99111),
,,,POINT (-117.363081 50.990881),
,,,POINT (-117.364218 50.992407),
,,,POINT (-117.365506 50.993528),
,,,POINT (-117.366171 50.993865),
,,,POINT (-117.367737 50.994284),
,,,POINT (-117.350271 50.982587),
,,,POINT (-117.349391 50.982641),
,,,POINT (-117.352653 50.979655),
,,,POINT (-117.350786 50.977764),
,,,POINT (-117.351279 50.982695),
,,,POINT (-117.350121 50.980939),
,,,POINT (-117.349477 50.97929),
,,,POINT (-117.349133 50.977318),
,,,POINT (-117.356214 50.9898),
,,,POINT (-117.355421 50.985518),
,,,POINT (-117.357845 50.986491),
,,,POINT (-117.359776 50.987477),
,,,POINT (-117.360849 50.988166),
,,,POINT (-117.355678 50.985275),
,,,POINT (-117.356837 50.984748),
,,,POINT (-117.352803 50.986734),
,,,POINT (-117.353747 50.987409),
,,,POINT (-117.354734 50.988341),
,,,POINT (-117.353554 50.984248),
,,,POINT (-117.346441 50.980945),
,,,POINT (-117.342932 50.97796),
,,,POINT (-117.347932 50.980871),
,,,POINT (-117.347782 50.982951),
,,,POINT (-117.346537 50.983465),
,,,POINT (-117.342417 50.977791),
,,,POINT (-117.341001 50.983613),
,,,POINT (-117.341087 50.982992),
,,,POINT (-117.341645 50.982019),
,,,POINT (-117.341927 50.981055),
,,,POINT (-117.341602 50.979763),
,,,POINT (-117.341731 50.978777),
,,,POINT (-117.338019 50.983343),
,,,POINT (-117.33583 50.983586),
,,,POINT (-117.339692 50.982127),
,,,POINT (-117.341774 50.981195),
,,,POINT (-117.340937 50.980317),
,,,POINT (-117.340744 50.979817),
,,,POINT (-117.340658 50.978521),
,,,POINT (-117.340937 50.977588),
,,,POINT (-117.343984 50.989314),
,,,POINT (-117.343576 50.988328),
,,,POINT (-117.342675 50.987423),
,,,POINT (-117.344155 50.984073),
,,,POINT (-117.342524 50.984329),
,,,POINT (-117.341859 50.986626),
,,,POINT (-117.341366 50.985491),
,,,POINT (-117.341452 50.984681),
,,,POINT (-117.341892 50.984181),
,,,POINT (-117.33731 50.987382),
,,,POINT (-117.335658 50.986031),
,,,POINT (-117.336409 50.984951),
,,,POINT (-117.336983 50.98437),
,,,POINT (-117.359819 50.991934),
,,,POINT (-117.34482 50.990327),
,,,POINT (-117.339521 50.991461),
,,,POINT (-117.336259 50.992974),
,,,POINT (-117.343683 50.999483),
,,,POINT (-117.345829 51.002427),
,,,POINT (-117.346086 51.000942),
,,,POINT (-117.346623 50.999618),
,,,POINT (-117.346988 50.998146),
,,,POINT (-117.336516 51.002697),
,,,POINT (-117.338598 51.001536),
,,,POINT (-117.340207 51.000861),
,,,POINT (-117.363639 51.012945),
,,,POINT (-117.36454 51.015294),
,,,POINT (-117.364926 51.016914),
,,,POINT (-117.364583 51.018803),
,,,POINT (-117.356086 51.006761),
,,,POINT (-117.359004 51.008328),
,,,POINT (-117.352138 51.005195),
,,,POINT (-117.349992 51.005681),
,,,POINT (-117.352395 51.007409),
,,,POINT (-117.353897 51.008868),
,,,POINT (-117.361794 51.010353),
,,,POINT (-117.355356 51.01119),
,,,POINT (-117.355828 51.013242),
,,,POINT (-117.356043 51.015213),
,,,POINT (-117.346001 51.004331),
,,,POINT (-117.337482 51.004844),
,,,POINT (-117.339349 51.004857),
,,,POINT (-117.355614 51.017075),
,,,POINT (-117.354498 51.019154),
,,,POINT (-117.331581 50.977777),
,,,POINT (-117.33422 50.988922),
,,,POINT (-117.334843 50.987436),
,,,POINT (-117.33141 50.989233),
,,,POINT (-117.331924 50.987936),
,,,POINT (-117.332161 50.986322),
,,,POINT (-117.332482 50.985667),
,,,POINT (-117.333083 50.985072),
,,,POINT (-117.333984 50.984289),
,,,POINT (-117.331216 50.994635),
,,,POINT (-117.33053 50.993609),
,,,POINT (-117.329328 50.992609),
,,,POINT (-117.335079 50.992177),
,,,POINT (-117.334564 50.991353),
,,,POINT (-117.334199 50.990475),
,,,POINT (-117.333684 50.993798),
,,,POINT (-117.332182 50.991637),
,,,POINT (-117.331753 50.990529),
,,,POINT (-117.327697 50.991907),
,,,POINT (-117.335358 51.003075),
,,,POINT (-117.323384 51.001333),
,,,POINT (-117.32435 51.001806),
,,,POINT (-117.326925 51.003129),
,,,POINT (-117.314501 50.99658),
,,,POINT (-117.312312 50.995959),
,,,POINT (-117.321947 51.0029),
,,,POINT (-117.317376 51.001738),
